,ID,Customer_id,Interaction,UID,zip,Lat,Lng,City,State,Population,County,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,fav_color,Credit_card,Churn,Gender,SeniorCitizen,Contract,Partner,Depend,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,TotalCharge,item1,item2,item3,item4,item5,item6,item7,item8
56,56,F522569,1fcc497d-7ee0-4479-8bec-51caf6b0bfa9,3546f367979d82f3d3a535e96541bf39,37861,36.24648,-83.51232,Rutledge,TN,8710,Grainger,Suburban,America/New_York,Electronics engineer,2,18,Associate's Degree,Unemployed,14067.22,Divorced,IndianRed,Discover,Yes,Male,No,One year,No,No,DSL,1,No,No,No,Yes,0,Yes,No,No,Mailed Check,NA,99.80627749,1413.401831,2,2,2,3,3,4,2,2
57,57,L384793,fb62a176-8190-4a18-a113-f7aa7c0ad50d,9ee0944188f282643fc0eb769e3e7efa,56467,46.97944,-94.84325,Nevis,MN,2561,Hubbard,Urban,America/Chicago,Archaeologist,1,27,GED or Alternative Credential,Full Time,41770.65,Widowed,Bisque,Voyager,Yes,Female,No,Month-to-month,No,No,DSL,1,No,No,Yes,No,0,No,No,Yes,Electronic Check,9.563362997,95.61742666,881.1770397,3,2,2,2,2,3,2,2
58,58,C101444,53618a6a-2d8c-4562-8777-b06b377fe248,8aefcff14b9d79480e658e9bc4f7c40e,1474,42.66784,-71.75221,West Townsend,MA,1823,Middlesex,Suburban,America/New_York,Insurance underwriter,4,89,Master's Degree,Full Time,17437.58,Married,SeaGreen,American Express,Yes,Male,No,Two Year,No,No,None,1,No,Yes,No,Yes,1,No,Yes,Yes,Mailed Check,6.732948946,126.0709918,647.0485066,1,2,2,4,2,3,1,2
59,59,E987442,5414f2f1-4a01-43d8-bf0f-24bf0fc4d6bb,f6b5d8be3839d30e5575bbc8e023fee0,32228,30.39156,-81.40018,Jacksonville,FL,368,Duval,Urban,America/New_York,"Journalist, broadcasting",0,31,Associate's Degree,Retired,13657.51,Divorced,Yellow,Discover,No,Female,No,Two Year,Yes,No,None,1,Yes,No,No,No,1,Yes,Yes,Yes,Credit Card (automatic),15.72071086,93.97224469,1496.578051,3,3,3,4,3,3,3,1
60,60,L54611,918bd855-2e8d-489c-a855-e686c1e7dfac,5aef132ac1f32360d9c78c819fdcfbd2,37656,36.39878,-82.62985,Fall Branch,TN,3901,Sullivan,Rural,America/New_York,Sports administrator,0,30,Regular High School Diploma,Full Time,109598.97,Separated,BlanchedAlmond,Maestro,No,Male,No,Two Year,No,No,Fiber Optic,1,No,No,No,Yes,0,No,No,Yes,Electronic Check,7.233605493,81.80549043,570.5431094,4,3,2,2,3,3,3,3
61,61,L85018,e831f2c8-76c1-4bad-ad2d-288a5819ff66,7b2f878f121979668f4a9965ab530e05,28374,35.19762,-79.46247,Pinehurst,NC,17190,Moore,Suburban,America/New_York,Camera operator,0,85,Master's Degree,Unemployed,11199.5,Divorced,MediumSpringGreen,Discover,Yes,Male,No,One year,No,Yes,DSL,1,No,Yes,Yes,No,1,No,Yes,Yes,Mailed Check,2.871017037,105.3666491,274.4600644,3,3,4,3,1,2,4,5
62,62,O942919,f850be92-248a-483c-9291-bd47325c97f8,d79ffcbf24c2920d5e0c41d8a9ffde65,86323,34.77472,-112.40793,Chino Valley,AZ,16394,Yavapai,Urban,America/Phoenix,Estate agent,1,45,"Some College, 1 or More Years, No Degree",Retired,7058.24,Divorced,PaleGreen,VISA 16 digit,No,Female,No,Month-to-month,Yes,No,Fiber Optic,1,Yes,No,No,Yes,1,Yes,No,No,Electronic Check,2.344875382,91.82881955,209.6675243,3,3,5,3,4,2,3,2
63,63,I167253,bce96068-e3e1-4666-9770-ff4b2f164d5a,dd7276eb9ab6890e32447c618cc2489e,43462,41.28356,-83.71868,Rudolph,OH,1191,Wood,Rural,America/New_York,"Optician, dispensing",3,41,Bachelor's Degree,Student,46010.08,Divorced,HoneyDew,American Express,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,Yes,Yes,No,0,No,Yes,Yes,Mailed Check,NA,103.5968382,828.8211566,1,1,2,2,4,2,1,2
64,64,R110564,83ac08bd-a451-4963-bbb2-1f47373d1c5a,0f975b609dfb7300afadceaa487327ab,20551,38.8928,-77.0458,Washington,DC,0,District of Columbia,Urban,America/New_York,"Optician, dispensing",4,61,"Some College, Less than 1 Year",Full Time,36085.12,Separated,DarkSlateBlue,Voyager,Yes,Female,No,Month-to-month,No,Yes,None,1,No,No,No,Yes,0,No,No,No,Mailed Check,12.25062113,82.72789991,945.3978786,2,3,2,2,2,3,3,2
65,65,M278354,d7bb1655-3e10-494f-9a6e-704a99ef31f7,b1da20743dfadb83bb9cfbf98339f651,32080,29.82548,-81.2745,Saint Augustine,FL,21943,St. Johns,Rural,America/New_York,Neurosurgeon,0,84,"Some College, 1 or More Years, No Degree",Full Time,9485.56,Married,DodgerBlue,Mastercard,Yes,Male,Yes,Month-to-month,No,Yes,None,1,No,No,No,Yes,0,No,Yes,Yes,Electronic Check,9.634946079,86.82411776,902.126768,2,2,3,2,2,1,2,2
66,66,W604879,4e6200b9-c9ce-47c9-8b7a-5c98288d9119,d4f1d297fa4d6732a0e9705bb5d088e4,92543,33.69816,-116.97686,Hemet,CA,37615,Riverside,Rural,America/Los_Angeles,Minerals surveyor,1,31,"Some College, 1 or More Years, No Degree",Full Time,25564.3,Married,LightSteelBlue,VISA 16 digit,Yes,Female,No,Two Year,Yes,No,DSL,1,Yes,No,Yes,Yes,0,Yes,No,No,Bank Transfer(automatic),7.916533093,105.3821913,822.1196638,2,3,3,2,3,3,3,1
67,67,X345797,91869cbe-bf34-48fd-ab03-c238c30bb579,be32228546d0e7ebae17653be78ee108,78066,29.47943,-98.89559,Rio Medina,TX,640,Medina,Suburban,America/Chicago,Hotel manager,3,56,"Some College, 1 or More Years, No Degree",Full Time,59054.92,Never Married,PaleGoldenRod,American Express,No,Male,No,Month-to-month,Yes,No,Fiber Optic,1,Yes,No,No,Yes,1,Yes,Yes,Yes,Bank Transfer(automatic),4.471254161,98.9377808,372.4741174,2,2,3,3,3,2,2,2
68,68,N189653,dca7e199-20ea-4b19-b119-1516e12b11f7,53d2d177e25e4345aa20dab96219cd7d,50242,41.56241,-92.69399,Searsboro,IA,562,Poweshiek,Rural,America/Chicago,Clinical embryologist,5,73,Nursery School to 8th Grade,Unemployed,30855.32,Never Married,DodgerBlue,Diners Club / Carte Blanche,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,No,No,No,No,0,Yes,Yes,No,Bank Transfer(automatic),10.79028074,90.14834531,983.9825593,4,2,2,2,4,1,2,1
69,69,M562102,0f830e8a-93bf-4d19-8bd7-a68ba07e1fd5,852e273e2f69ea3090bd72f8a7e080c6,73632,35.27186,-98.9274,Cordell,OK,3337,Washita,Rural,America/Chicago,Electrical engineer,3,69,No Schooling Completed,Student,19913.81,Separated,DarkGray,Discover,No,Female,No,Month-to-month,Yes,Yes,DSL,1,Yes,Yes,No,No,0,Yes,No,No,Electronic Check,12.24190682,103.2190597,1219.400661,2,1,0,2,2,2,1,2
70,70,X67911,61157a5a-7db4-452c-b6ac-5346d43c21a5,d7f63abd004d2a84623a438cb6590638,16666,40.87688,-78.32334,Osceola Mills,PA,3223,Clearfield,Rural,America/New_York,"Engineer, biomedical",4,75,Bachelor's Degree,Full Time,35581.88,Divorced,LightGreen,JCB 15 digit,Yes,Male,Yes,Month-to-month,Yes,No,DSL,1,No,No,No,Yes,0,Yes,Yes,Yes,Credit Card (automatic),2.203859443,103.8060733,252.5335066,3,4,3,2,3,3,4,3
71,71,O834546,e6623747-2944-474b-8ae0-85856ae55127,5121f1597c6ad5eb18b874dd7dd24fcb,24258,36.64802,-82.42036,Hiltons,VA,1651,Scott,Urban,America/New_York,"Biochemist, clinical",0,78,Regular High School Diploma,Part Time,68194.98,Married,DarkSlateBlue,VISA 16 digit,Yes,Male,No,One year,Yes,Yes,None,1,No,Yes,Yes,No,1,Yes,Yes,No,Electronic Check,23.92132231,98.51649339,2267.160853,3,3,3,1,2,2,2,3
72,72,I493092,365677c1-28e8-4b69-bf86-414342560b19,d7d04ceabc58a75b3036ac201fff2ca4,70711,30.5316,-90.59958,Albany,LA,4579,Livingston,Suburban,America/Chicago,Curator,3,53,"Some College, 1 or More Years, No Degree",Unemployed,19040.12,Never Married,SeaShell,Maestro,Yes,Female,Yes,One year,Yes,No,DSL,1,Yes,No,Yes,No,1,Yes,Yes,Yes,Bank Transfer(automatic),3.7311787,110.5217274,376.3474412,2,1,1,2,3,0,1,1
73,73,H787644,760814bf-f041-46c3-ba08-40138d991e25,baa9cbf306a64321c25bbf69e2512493,67487,39.17803,-97.07164,Wakefield,KS,1381,Clay,Urban,America/Chicago,Haematologist,4,52,Bachelor's Degree,Unemployed,170844.48,Separated,MediumAquaMarine,American Express,No,Male,No,Two Year,Yes,No,Fiber Optic,1,No,No,Yes,No,0,No,No,Yes,Bank Transfer(automatic),7.980015371,81.83717447,564.2841167,4,5,4,3,0,4,3,4
74,74,N582710,e9f59197-98a0-4d87-9c52-8f16742c7871,b32b45a6071654d175069a6e1a68956f,24828,37.48833,-81.64389,Davy,WV,816,McDowell,Urban,America/New_York,"Psychologist, prison and probation services",4,45,"Some College, 1 or More Years, No Degree",Full Time,36434.96,Separated,PaleGreen,VISA 13 digit,Yes,Female,No,Month-to-month,Yes,No,Fiber Optic,1,No,No,Yes,Yes,1,Yes,Yes,Yes,Electronic Check,9.190009376,99.76667848,833.4599469,3,3,4,3,3,2,2,3
75,75,T689606,bd1c2546-8af3-45f8-8d96-164e29d1bf62,44291b04da76d46fe0eb058c842e47c5,32784,28.97601,-81.72197,Umatilla,FL,12313,Lake,Urban,America/New_York,Speech and language therapist,1,53,Regular High School Diploma,Full Time,82325.57,Divorced,DarkTurquoise,VISA 16 digit,No,Female,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,Yes,Yes,0,No,Yes,No,Bank Transfer(automatic),2.378630018,92.31903572,268.7167189,2,2,3,1,4,3,2,2
76,76,E330599,511b5ee4-b1fb-444c-934a-9354abc59f76,69ee9566688cf832278ba1f770896970,68757,42.65025,-96.92137,Newcastle,NE,874,Dixon,Rural,America/Chicago,Food technologist,3,23,Bachelor's Degree,Full Time,37505.35,Married,Linen,Mastercard,No,Male,No,One year,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,1,Yes,Yes,Yes,Electronic Check,5.43464555,114.1959721,665.4102525,3,3,2,2,3,3,2,3
77,77,C641592,4743f525-5d3a-4b26-9eb5-117b1a2f3925,6bced82657201cb85622505618b87323,45232,39.18256,-84.51096,Cincinnati,OH,6849,Hamilton,Urban,America/New_York,Illustrator,1,29,"Some College, 1 or More Years, No Degree",Retired,48222.63,Never Married,Khaki,VISA 16 digit,Yes,Male,No,Two Year,No,No,None,0,No,No,No,Yes,1,Yes,Yes,Yes,Electronic Check,NA,95.3739418,63.88227363,2,1,2,3,3,4,2,1
78,78,E24772,2a95efb3-d4a5-43d7-8f78-a7b214311237,42a8f950ce75250029e9d1367f3dd6fb,53181,42.5166,-88.24472,Twin Lakes,WI,7519,Kenosha,Urban,America/Chicago,Fitness centre manager,1,72,Regular High School Diploma,Retired,31396.02,Separated,DarkSlateGray,Discover,Yes,Female,No,Two Year,No,No,DSL,1,No,No,Yes,No,0,No,Yes,No,Bank Transfer(automatic),20.13981517,99.12463624,1970.109302,2,2,2,3,2,3,3,3
79,79,A889769,df6b5155-e962-4844-a383-f70e1e2c23f7,eda246c1303d5dd4bfff39883d9a5a57,96027,41.38389,-123.06879,Etna,CA,2416,Siskiyou,Urban,America/Los_Angeles,"Education officer, environmental",3,29,Regular High School Diploma,Unemployed,31692.94,Separated,LemonChiffon,VISA 13 digit,No,Male,No,Month-to-month,No,Yes,Fiber Optic,1,Yes,No,No,No,NA,Yes,Yes,Yes,Mailed Check,24.64873861,91.39577734,2329.645133,2,1,2,1,5,3,2,2
80,80,G391761,5c2c4ada-ec04-4aa5-9795-01024f5a066f,9c236cfec8873146c8932ce9a24e1089,70816,30.42896,-91.0214,Baton Rouge,LA,42094,East Baton Rouge,Rural,America/Chicago,Chief Technology Officer,2,45,Regular High School Diploma,Retired,21603.2,Divorced,RosyBrown,Discover,Yes,Female,No,Month-to-month,No,Yes,Fiber Optic,1,No,Yes,No,Yes,0,No,No,Yes,Credit Card (automatic),9.677739656,84.93241172,904.4234781,3,3,3,4,2,4,3,2
81,81,A606860,811ee363-f4a4-424f-9aae-5d1dca502eb4,e1ffdeb36c91ef40a0601312a609945a,61458,40.77965,-90.18146,Maquon,IL,669,Knox,Urban,America/Chicago,Retail merchandiser,1,33,"Some College, 1 or More Years, No Degree",Student,37897.4,Widowed,DarkGray,Discover,Yes,Male,No,One year,Yes,No,DSL,1,No,No,No,No,0,Yes,Yes,No,Electronic Check,9.82814183,101.3135282,1069.889307,3,3,2,4,1,3,4,3
82,82,E186097,9a4b4e6e-aac9-418d-9b2a-05cf42790fb3,b6ba01ad30ac0e7e82cf47d81f6c20f5,65050,38.54268,-92.68552,Latham,MO,859,Moniteau,Suburban,America/Chicago,"Engineer, chemical",0,31,"9th Grade to 12th Grade, No Diploma",Student,57640.89,Never Married,Pink,VISA 13 digit,No,Female,Yes,Month-to-month,Yes,No,Fiber Optic,1,Yes,No,No,Yes,1,No,No,No,Credit Card (automatic),7.832238337,87.63792663,779.8444973,2,3,3,5,2,4,2,3
83,83,I627613,349eeacc-c0d6-45f6-a85c-f6c322dfc62d,71f73a392ace297a9664757dcba5be7a,31569,30.90736,-81.70486,Woodbine,GA,5831,Camden,Urban,America/New_York,"Scientist, product/process development",0,65,"Some College, 1 or More Years, No Degree",Full Time,24336.03,Never Married,Tomato,Voyager,No,Male,No,Two Year,Yes,No,Fiber Optic,1,Yes,No,No,No,1,No,Yes,No,Mailed Check,19.45250317,90.40964984,1725.568786,2,2,3,3,2,3,3,3
84,84,Z188641,1bab5dad-70fc-4f41-9634-078e88d816a7,a0ec247ad4bc0d3c68cfaf3c978522bc,22436,38.0421,-77.07102,Caret,VA,451,Essex,Urban,America/New_York,"Psychologist, forensic",0,43,Regular High School Diploma,Full Time,18701.74,Never Married,SandyBrown,Voyager,Yes,Female,No,Month-to-month,No,Yes,DSL,1,No,Yes,No,Yes,1,No,No,Yes,Credit Card (automatic),14.34766616,99.41114918,1405.920689,4,3,5,0,5,3,2,4
85,85,A740543,658e719f-8f83-49b0-a5fd-47c04fa4860a,febc51fef0290481ef40175812fa3ea2,61433,40.55738,-90.16865,Fiatt,IL,107,Fulton,Rural,America/Chicago,Television camera operator,1,53,"9th Grade to 12th Grade, No Diploma",Full Time,9511.66,Divorced,MintCream,Diners Club / Carte Blanche,Yes,Male,No,One year,Yes,No,Fiber Optic,1,Yes,Yes,Yes,Yes,1,No,No,No,Bank Transfer(automatic),2.257358355,89.65430529,185.5841199,3,2,3,3,1,3,2,3
86,86,W681476,b04b4631-ae8f-4c21-a687-ac347abc6f95,b91ab11bf88bff17c8aaa45e33c05a2a,29546,33.89264,-79.35226,Gresham,SC,2965,Marion,Rural,America/New_York,Field trials officer,3,61,"Some College, 1 or More Years, No Degree",Part Time,26319.29,Widowed,PeachPuff,JCB 16 digit,No,Female,No,One year,No,No,Fiber Optic,1,No,Yes,No,No,0,Yes,No,Yes,Credit Card (automatic),2.358129018,87.05756268,140.2892862,2,3,3,2,3,2,3,1
87,87,G842176,7a7a5726-18a4-4ef1-915d-2583c9a018de,fa80cc144e14d674ce9291bfd7d5a5ad,99720,66.56354,-152.77604,Allakaket,AK,174,Yukon-Koyukuk,Urban,America/Anchorage,Nature conservation officer,0,36,Bachelor's Degree,Full Time,45004.54,Widowed,PaleVioletRed,JCB 16 digit,No,Female,Yes,Month-to-month,No,No,None,1,No,No,Yes,No,1,No,No,Yes,Bank Transfer(automatic),4.650578623,85.62458358,471.9584981,1,1,2,2,2,2,2,2
88,88,Z852663,f246c683-aaa5-4cb7-801d-62f01900d806,96e4c7a5f1a1588f0c4cef8019499108,58561,46.4871,-99.6833,Napoleon,ND,1070,Logan,Urban,America/Chicago,Barrister,1,53,"9th Grade to 12th Grade, No Diploma",Full Time,33405.79,Widowed,Salmon,VISA 13 digit,Yes,Male,No,Month-to-month,Yes,No,None,1,Yes,No,No,No,0,Yes,Yes,No,Electronic Check,3.721772616,93.53266694,298.6644471,1,2,3,1,2,3,2,3
89,89,C73741,d3ea833e-6238-4bed-b720-02ba07824896,3d84ce15a01b193880015f4f0909f8e1,3273,43.29904,-71.93209,South Sutton,NH,398,Merrimack,Suburban,America/New_York,Oncologist,1,79,Regular High School Diploma,Student,15707.53,Never Married,Cornsilk,JCB 16 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,No,No,No,0,Yes,Yes,Yes,Electronic Check,3.76663012,101.3595362,367.6994782,3,3,2,3,2,4,3,3
90,90,W258972,50b054dd-c55c-47f7-b2f7-59f8bd0d2c3e,052d329da04d47f831686f2b6d322ae1,54838,46.25156,-91.81063,Gordon,WI,1172,Douglas,Urban,America/Chicago,Civil Service fast streamer,0,52,"Some College, 1 or More Years, No Degree",Part Time,33603.01,Divorced,Teal,Voyager,No,Male,No,One year,Yes,Yes,Fiber Optic,1,No,No,Yes,No,NA,No,No,Yes,Bank Transfer(automatic),4.151256695,81.40845775,368.9256547,3,4,3,2,3,3,3,2
91,91,G491883,7f30582a-3e73-4aef-9f48-1b7c65f90eed,ea7d913d36cf3c2c62183455dc977737,22832,38.45464,-78.7584,Keezletown,VA,1122,Rockingham,Rural,America/New_York,Physiological scientist,3,65,Bachelor's Degree,Full Time,70557.3,Separated,Aquamarine,VISA 16 digit,No,Male,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,No,Yes,0,No,Yes,Yes,Mailed Check,2.188918771,89.48300694,168.5598535,1,1,1,1,4,1,0,2
92,92,C302549,a86e3bc2-c0b7-4f7c-aef1-dee4c92dfbde,2b37620c493ee35a8feb64892882f521,11426,40.73646,-73.72238,Bellerose,NY,20801,Queens,Urban,America/New_York,Counsellor,1,70,Regular High School Diploma,Full Time,17285.55,Never Married,Gold,Discover,Yes,Male,No,Month-to-month,Yes,Yes,DSL,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Mailed Check,13.85488928,106.0573662,1575.246269,2,3,3,3,2,3,2,4
93,93,K581313,c95b7557-4ad7-4b0f-a740-62e037cbff4a,3967b768f2d08ec39b59baf4ea230d26,53933,43.5731,-88.88294,Fox Lake,WI,4395,Dodge,Rural,America/Chicago,"Engineer, water",1,87,"Some College, 1 or More Years, No Degree",Full Time,16795.98,Married,MediumVioletRed,Discover,No,Male,No,Two Year,Yes,No,Fiber Optic,NA,No,Yes,No,No,1,No,Yes,Yes,Electronic Check,3.273341151,91.01091631,212.6432019,3,3,2,2,1,4,3,1
94,94,T46150,9e9a66f7-9122-4bc2-9906-c9f0d5ca403b,a39a512ecbac423883eca15ece725411,63015,38.40365,-90.75351,Catawissa,MO,2318,Franklin,Urban,America/Chicago,Logistics and distribution manager,5,32,Regular High School Diploma,Student,58502.82,Divorced,SteelBlue,VISA 16 digit,Yes,Female,No,Two Year,Yes,No,DSL,1,Yes,No,Yes,Yes,0,No,No,No,Electronic Check,19.75096265,98.59414664,1923.733886,3,4,3,1,2,3,2,2
95,95,B260505,cfc059a6-5f60-4082-84b9-f96764ba8efa,24fb02b6a969d0ae6b47dd41a54542bb,97109,45.73783,-123.18113,Buxton,OR,484,Washington,Urban,America/Los_Angeles,Best boy,10,36,"9th Grade to 12th Grade, No Diploma",Full Time,70847.02,Married,LightGreen,Voyager,Yes,Female,No,Two Year,No,Yes,DSL,1,Yes,No,No,Yes,1,No,Yes,Yes,Mailed Check,18.38404445,106.8130349,1927.18472,2,2,3,2,3,1,3,1
96,96,W877056,6ac074a0-f9b8-4455-a275-07ee0f66e2a0,067504336719fef5707dc54565c1d7e3,10998,41.33515,-74.53885,Westtown,NY,3157,Orange,Suburban,America/New_York,Environmental education officer,0,65,Regular High School Diploma,Full Time,5752.19,Married,LawnGreen,JCB 15 digit,No,Male,No,Month-to-month,No,No,Fiber Optic,1,No,Yes,Yes,Yes,0,Yes,Yes,Yes,Credit Card (automatic),4.672610857,98.01122146,473.1764111,1,2,3,4,2,3,3,3
97,97,M478246,c259971c-f28d-40c2-91ed-dbd6a79ae199,40b6fd4ced82d9290bdbade3d407f72a,98936,46.53597,-120.14412,Moxee,WA,6443,Yakima,Urban,America/Los_Angeles,Corporate treasurer,1,72,"Some College, Less than 1 Year",Full Time,25875.06,Never Married,HotPink,American Express,No,Male,No,Month-to-month,No,No,Fiber Optic,1,No,No,No,Yes,0,No,No,No,Electronic Check,6.796299371,83.40582586,541.274916,3,3,2,3,1,3,5,3
98,98,N417817,99d7e010-7482-464a-9e09-175bcaa41d7d,745db503c7b56d1c1b1c87fc65571fb5,68740,42.15193,-97.30034,Hoskins,NE,1118,Wayne,Urban,America/Chicago,Occupational psychologist,3,32,"9th Grade to 12th Grade, No Diploma",Full Time,36844.03,Separated,Cornsilk,Maestro,No,Female,No,Month-to-month,No,No,Fiber Optic,1,No,Yes,Yes,Yes,1,Yes,No,No,Mailed Check,12.97632235,96.27541843,1154.047092,1,2,2,1,4,2,2,1
99,99,R180138,733097b4-0e3f-476a-9370-23d293e20430,cb0b0f7eb1e875a3f9e05d457994a4e2,15949,40.3956,-79.12425,Robinson,PA,546,Indiana,Urban,America/New_York,Charity fundraiser,1,65,Associate's Degree,Full Time,66813.53,Never Married,DarkMagenta,Maestro,No,Female,No,Month-to-month,No,No,Fiber Optic,1,No,Yes,Yes,Yes,1,No,No,Yes,Mailed Check,NA,89.9807418,1818.459421,3,3,2,3,3,2,3,2
100,100,N931384,18bd6490-4461-403b-80c8-b85b0656f168,c64abc162ec1bd3c375c4c226eb4083b,13224,43.03715,-76.10289,Syracuse,NY,8296,Onondaga,Rural,America/New_York,"Physicist, medical",1,61,Regular High School Diploma,Full Time,75477.47,Separated,Cornsilk,JCB 16 digit,No,Female,No,One year,No,No,Fiber Optic,1,Yes,No,No,Yes,0,Yes,No,Yes,Electronic Check,NA,122.4702353,704.4232078,3,2,3,2,2,1,3,3
101,101,O967373,73116483-5272-4859-9b3c-7c40dd1dbd65,75a0bb8dab73dddcc05bb788e18acc06,24328,36.66206,-80.69464,Fancy Gap,VA,1562,Carroll,Urban,America/New_York,Research scientist (maths),6,35,Bachelor's Degree,Unemployed,35826.76,Divorced,Snow,Diners Club / Carte Blanche,No,Female,No,Month-to-month,No,No,None,0,No,No,Yes,Yes,1,Yes,Yes,Yes,Credit Card (automatic),14.46288204,131.4185645,1421.193294,3,3,3,3,2,4,4,4
102,102,G695985,80687204-d559-4fe5-a8d9-6db2ccc36b0e,0bb2b16fee9dd6c23b2b19ca8a8adc20,34951,27.52252,-80.41612,Fort Pierce,FL,15978,St. Lucie,Suburban,America/New_York,"Horticulturist, commercial",0,27,"9th Grade to 12th Grade, No Diploma",Full Time,20675.44,Divorced,Lime,Mastercard,Yes,Female,No,One year,No,No,Fiber Optic,NA,Yes,No,No,Yes,0,Yes,No,Yes,Bank Transfer(automatic),11.13472066,89.93947663,1065.263195,2,1,1,3,1,2,1,1
103,103,P33478,7390c7b3-1e69-42b3-a420-1f3558470aec,9280d1168ae7869e5859df790a4fbbbb,71730,33.20062,-92.62907,El Dorado,AR,30995,Union,Rural,America/Chicago,Public librarian,1,26,Regular High School Diploma,Part Time,7497.23,Widowed,CornflowerBlue,JCB 16 digit,No,Male,No,Month-to-month,No,Yes,None,1,Yes,No,No,Yes,0,Yes,Yes,Yes,Mailed Check,2.542296644,95.609815,281.4904502,2,3,1,3,2,3,4,3
104,104,K100436,cbf0197f-4450-4e99-96d6-f1272cb89ad9,a6fdd0f6cb5f6683362787895e70f668,17267,39.80256,-78.24067,Warfordsburg,PA,2742,Fulton,Rural,America/New_York,"Engineer, water",1,42,Regular High School Diploma,Student,29318.91,Married,Pink,VISA 13 digit,Yes,Female,No,Two Year,No,No,Fiber Optic,1,No,No,Yes,No,0,No,Yes,Yes,Electronic Check,17.22596021,88.00386853,1510.739571,3,3,3,1,5,2,2,1
105,105,L475907,119b3bea-d223-4a27-b4b6-cdd2addce6da,4e9b1e8ef74d68d5aef499377e91ed46,18651,41.24756,-75.96186,Plymouth,PA,8511,Luzerne,Urban,America/New_York,Patent attorney,1,53,Regular High School Diploma,Full Time,10677.71,Divorced,SkyBlue,JCB 16 digit,No,Female,No,Month-to-month,Yes,No,Fiber Optic,NA,Yes,No,Yes,Yes,0,Yes,No,Yes,Mailed Check,22.79214163,92.90538295,2188.99568,3,4,3,4,2,4,5,2
106,106,A78095,5dafeff3-4242-4817-bb8a-b08e5c5c59b4,0c80c8a58686cbdacb152e4970e5d1b2,58042,46.97095,-96.95486,Harwood,ND,1317,Cass,Suburban,America/Chicago,"Merchandiser, retail",4,43,Regular High School Diploma,Retired,71134.73,Never Married,LightGoldenRodYellow,JCB 16 digit,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,Yes,Yes,0,Yes,No,No,Electronic Check,3.823689744,93.07487182,298.9244945,2,2,3,2,3,1,3,3
107,107,X742990,fb63f3a1-1443-436f-b382-ced631d7ba28,ed247a8dbad2b2500005ed293e1d3d82,53104,42.5573,-88.035,Bristol,WI,5450,Kenosha,Rural,America/Chicago,Chief Financial Officer,4,87,Professional School Degree,Full Time,38215.84,Never Married,Peru,VISA 16 digit,Yes,Male,No,Month-to-month,No,No,DSL,1,Yes,Yes,Yes,No,0,Yes,Yes,No,Credit Card (automatic),10.77094687,110.9367141,1152.949885,2,2,2,4,1,4,3,2
108,108,P347346,c0b419d0-be69-4ce3-9dad-a99e1f42a552,c25ac78abb70fffadd33dd13144d38de,28672,36.48329,-81.32758,Scottville,NC,16,Ashe,Rural,America/New_York,Homeopath,1,73,Master's Degree,Full Time,49797.33,Widowed,NavajoWhite,Diners Club / Carte Blanche,Yes,Female,No,Month-to-month,No,Yes,None,1,Yes,No,Yes,No,1,Yes,No,Yes,Bank Transfer(automatic),13.08671185,92.58734115,1286.98892,3,3,2,3,3,2,2,3
109,109,O235183,4b063356-5c97-4e65-b20f-81df0ff71ca3,3357b67bf46c04c50140257ff538e45f,67443,38.38074,-97.52213,Galva,KS,1655,McPherson,Suburban,America/Chicago,Wellsite geologist,4,64,"Some College, 1 or More Years, No Degree",Full Time,37316.22,Married,SlateGray,JCB 16 digit,Yes,Female,No,Month-to-month,Yes,No,DSL,0,Yes,No,No,No,NA,No,Yes,No,Bank Transfer(automatic),NA,102.7976563,1556.91121,1,2,1,5,2,2,2,2
110,110,R776311,86ca44d3-26f7-44f5-916e-7a8b16ac3540,385613e71e2d10905125016d2114a2e2,82434,44.38718,-108.30869,Otto,WY,125,Big Horn,Rural,America/Denver,Retail banker,0,84,Regular High School Diploma,Full Time,93241.88,Separated,Gold,JCB 15 digit,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,No,Yes,1,Yes,No,Yes,Electronic Check,9.473091121,92.86293034,910.0680627,2,2,2,3,0,3,5,4
